date,open,high,low,close,volume,bar_count,wap,has_gaps
20100714  10:00:00,20719.0,20727.0,20710.0,20716.0,0,108,0.0,0
20100714  10:00:30,20718.0,20722.0,20710.0,20710.0,0,82,0.0,0
20100714  10:01:00,20713.0,20727.0,20708.0,20724.0,0,41,0.0,0
20100714  10:01:30,20726.0,20727.0,20718.0,20718.0,0,33,0.0,0
20100714  10:02:00,20720.0,20720.0,20709.0,20714.0,0,20,0.0,0
20100714  10:02:30,20712.0,20722.0,20710.0,20711.0,0,27,0.0,0
20100714  10:03:00,20710.0,20717.0,20709.0,20714.0,0,20,0.0,0
20100714  10:03:30,20717.0,20720.0,20710.0,20716.0,0,24,0.0,0
20100714  10:04:00,20714.0,20724.0,20714.0,20723.0,0,23,0.0,0
20100714  10:04:30,20721.0,20721.0,20711.0,20713.0,0,13,0.0,0
20100714  10:05:00,20716.0,20717.0,20709.0,20709.0,0,16,0.0,0
20100714  10:05:30,20712.0,20716.0,20709.0,20710.0,0,19,0.0,0
20100714  10:06:00,20713.0,20717.0,20708.0,20713.0,0,19,0.0,0
20100714  10:06:30,20715.0,20715.0,20704.0,20710.0,0,24,0.0,0
20100714  10:07:00,20712.0,20715.0,20705.0,20705.0,0,27,0.0,0
20100714  10:07:30,20708.0,20710.0,20701.0,20701.0,0,24,0.0,0
20100714  10:08:00,20704.0,20710.0,20702.0,20708.0,0,20,0.0,0
20100714  10:08:30,20710.0,20713.0,20705.0,20707.0,0,32,0.0,0
20100714  10:09:00,20704.0,20713.0,20704.0,20712.0,0,22,0.0,0
20100714  10:09:30,20710.0,20712.0,20702.0,20706.0,0,29,0.0,0
20100714  10:10:00,20707.0,20712.0,20703.0,20708.0,0,20,0.0,0
20100714  10:10:30,20706.0,20711.0,20703.0,20710.0,0,21,0.0,0
20100714  10:11:00,20709.0,20710.0,20703.0,20705.0,0,34,0.0,0
20100714  10:11:30,20706.0,20713.0,20702.0,20705.0,0,34,0.0,0
20100714  10:12:00,20708.0,20714.0,20703.0,20712.0,0,19,0.0,0
20100714  10:12:30,20713.0,20716.0,20696.0,20702.0,0,31,0.0,0
20100714  10:13:00,20700.0,20710.0,20700.0,20702.0,0,30,0.0,0
20100714  10:13:30,20700.0,20710.0,20699.0,20706.0,0,23,0.0,0
20100714  10:14:00,20704.0,20709.0,20703.0,20706.0,0,15,0.0,0
20100714  10:14:30,20708.0,20710.0,20706.0,20706.0,0,6,0.0,0
20100714  10:15:00,20708.0,20711.0,20706.0,20711.0,0,12,0.0,0
20100714  10:15:30,20709.0,20715.0,20709.0,20711.0,0,10,0.0,0
20100714  10:16:00,20708.0,20710.0,20706.0,20706.0,0,4,0.0,0
20100714  10:16:30,20708.0,20717.0,20707.0,20717.0,0,7,0.0,0
20100714  10:17:00,20714.0,20718.0,20710.0,20710.0,0,15,0.0,0
20100714  10:17:30,20709.0,20716.0,20708.0,20709.0,0,13,0.0,0
20100714  10:18:00,20711.0,20711.0,20707.0,20707.0,0,7,0.0,0
20100714  10:18:30,20706.0,20709.0,20703.0,20706.0,0,10,0.0,0
20100714  10:19:00,20704.0,20713.0,20704.0,20705.0,0,20,0.0,0
20100714  10:19:30,20703.0,20706.0,20698.0,20699.0,0,11,0.0,0
20100714  10:20:00,20702.0,20708.0,20700.0,20704.0,0,13,0.0,0
20100714  10:20:30,20707.0,20707.0,20700.0,20702.0,0,5,0.0,0
20100714  10:21:00,20700.0,20705.0,20700.0,20702.0,0,16,0.0,0
20100714  10:21:30,20700.0,20705.0,20698.0,20699.0,0,12,0.0,0
20100714  10:22:00,20702.0,20710.0,20700.0,20707.0,0,14,0.0,0
20100714  10:22:30,20709.0,20720.0,20709.0,20716.0,0,18,0.0,0
20100714  10:23:00,20714.0,20722.0,20714.0,20719.0,0,15,0.0,0
20100714  10:23:30,20721.0,20722.0,20718.0,20720.0,0,4,0.0,0
20100714  10:24:00,20722.0,20722.0,20718.0,20722.0,0,7,0.0,0
20100714  10:24:30,20719.0,20721.0,20716.0,20719.0,0,12,0.0,0
20100714  10:25:00,20716.0,20720.0,20712.0,20714.0,0,8,0.0,0
20100714  10:25:30,20713.0,20720.0,20713.0,20713.0,0,9,0.0,0
20100714  10:26:00,20715.0,20721.0,20712.0,20713.0,0,10,0.0,0
20100714  10:26:30,20712.0,20716.0,20710.0,20716.0,0,12,0.0,0
20100714  10:27:00,20713.0,20716.0,20710.0,20716.0,0,14,0.0,0
20100714  10:27:30,20713.0,20714.0,20706.0,20709.0,0,18,0.0,0
20100714  10:28:00,20712.0,20714.0,20704.0,20706.0,0,21,0.0,0
20100714  10:28:30,20709.0,20714.0,20701.0,20707.0,0,19,0.0,0
20100714  10:29:00,20704.0,20706.0,20699.0,20703.0,0,14,0.0,0
20100714  10:29:30,20701.0,20701.0,20690.0,20692.0,0,12,0.0,0
20100714  10:30:00,20689.0,20695.0,20687.0,20691.0,0,18,0.0,0
20100714  10:30:30,20693.0,20693.0,20684.0,20684.0,0,5,0.0,0
20100714  10:31:00,20681.0,20686.0,20681.0,20686.0,0,3,0.0,0
20100714  10:31:30,20685.0,20685.0,20678.0,20681.0,0,16,0.0,0
20100714  10:32:00,20684.0,20684.0,20678.0,20681.0,0,7,0.0,0
20100714  10:32:30,20678.0,20678.0,20675.0,20677.0,0,5,0.0,0
20100714  10:33:00,20675.0,20681.0,20675.0,20681.0,0,6,0.0,0
20100714  10:33:30,20679.0,20682.0,20679.0,20680.0,0,6,0.0,0
20100714  10:34:00,20683.0,20686.0,20679.0,20686.0,0,9,0.0,0
20100714  10:34:30,20683.0,20694.0,20683.0,20688.0,0,18,0.0,0
20100714  10:35:00,20691.0,20698.0,20691.0,20694.0,0,13,0.0,0
20100714  10:35:30,20696.0,20700.0,20690.0,20692.0,0,11,0.0,0
20100714  10:36:00,20694.0,20694.0,20688.0,20690.0,0,5,0.0,0
20100714  10:36:30,20693.0,20693.0,20687.0,20688.0,0,11,0.0,0
20100714  10:37:00,20690.0,20694.0,20690.0,20694.0,0,3,0.0,0
20100714  10:37:30,20691.0,20691.0,20683.0,20683.0,0,7,0.0,0
20100714  10:38:00,20686.0,20688.0,20681.0,20686.0,0,10,0.0,0
20100714  10:38:30,20688.0,20688.0,20679.0,20687.0,0,12,0.0,0
20100714  10:39:00,20683.0,20697.0,20683.0,20689.0,0,12,0.0,0
20100714  10:39:30,20692.0,20695.0,20692.0,20695.0,0,4,0.0,0
20100714  10:40:00,20693.0,20695.0,20687.0,20690.0,0,10,0.0,0
20100714  10:40:30,20686.0,20694.0,20686.0,20692.0,0,13,0.0,0
