date,open,high,low,close,volume,bar_count,wap,has_gaps
20100218  10:00:00,20525.0,20528.0,20510.0,20519.0,0,91,0.0,0
20100218  10:00:30,20522.0,20528.0,20505.0,20507.0,0,59,0.0,0
20100218  10:01:00,20513.0,20513.0,20490.0,20490.0,0,34,0.0,0
20100218  10:01:30,20492.0,20496.0,20489.0,20494.0,0,12,0.0,0
20100218  10:02:00,20492.0,20496.0,20481.0,20482.0,0,15,0.0,0
20100218  10:02:30,20483.0,20489.0,20481.0,20484.0,0,15,0.0,0
20100218  10:03:00,20487.0,20489.0,20474.0,20477.0,0,14,0.0,0
20100218  10:03:30,20479.0,20479.0,20465.0,20468.0,0,9,0.0,0
20100218  10:04:00,20466.0,20468.0,20450.0,20450.0,0,17,0.0,0
20100218  10:04:30,20453.0,20458.0,20450.0,20450.0,0,12,0.0,0
20100218  10:05:00,20452.0,20468.0,20452.0,20456.0,0,28,0.0,0
20100218  10:05:30,20454.0,20468.0,20454.0,20463.0,0,26,0.0,0
20100218  10:06:00,20465.0,20467.0,20460.0,20466.0,0,9,0.0,0
20100218  10:06:30,20464.0,20470.0,20462.0,20466.0,0,10,0.0,0
20100218  10:07:00,20468.0,20468.0,20461.0,20462.0,0,9,0.0,0
20100218  10:07:30,20464.0,20469.0,20460.0,20460.0,0,15,0.0,0
20100218  10:08:00,20459.0,20465.0,20456.0,20459.0,0,15,0.0,0
20100218  10:08:30,20461.0,20461.0,20454.0,20455.0,0,12,0.0,0
20100218  10:09:00,20458.0,20463.0,20451.0,20455.0,0,14,0.0,0
20100218  10:09:30,20457.0,20468.0,20456.0,20466.0,0,13,0.0,0
20100218  10:10:00,20470.0,20475.0,20465.0,20473.0,0,19,0.0,0
20100218  10:10:30,20470.0,20478.0,20470.0,20473.0,0,6,0.0,0
20100218  10:11:00,20471.0,20474.0,20468.0,20474.0,0,14,0.0,0
20100218  10:11:30,20477.0,20478.0,20466.0,20466.0,0,14,0.0,0
20100218  10:12:00,20467.0,20476.0,20467.0,20476.0,0,8,0.0,0
20100218  10:12:30,20475.0,20478.0,20475.0,20478.0,0,4,0.0,0
20100218  10:13:00,20474.0,20479.0,20471.0,20472.0,0,16,0.0,0
20100218  10:13:30,20475.0,20475.0,20465.0,20465.0,0,12,0.0,0
20100218  10:14:00,20467.0,20473.0,20465.0,20470.0,0,9,0.0,0
20100218  10:14:30,20472.0,20472.0,20467.0,20468.0,0,10,0.0,0
20100218  10:15:00,20466.0,20470.0,20463.0,20468.0,0,6,0.0,0
20100218  10:15:30,20466.0,20466.0,20459.0,20464.0,0,8,0.0,0
20100218  10:16:00,20466.0,20466.0,20466.0,20466.0,0,1,0.0,0
20100218  10:16:30,20469.0,20469.0,20462.0,20466.0,0,10,0.0,0
20100218  10:17:00,20467.0,20474.0,20467.0,20470.0,0,10,0.0,0
20100218  10:17:30,20472.0,20472.0,20465.0,20467.0,0,17,0.0,0
20100218  10:18:00,20470.0,20476.0,20467.0,20474.0,0,15,0.0,0
20100218  10:18:30,20477.0,20486.0,20477.0,20481.0,0,11,0.0,0
20100218  10:19:00,20484.0,20491.0,20484.0,20488.0,0,9,0.0,0
20100218  10:19:30,20491.0,20501.0,20491.0,20501.0,0,10,0.0,0
20100218  10:20:00,20498.0,20502.0,20495.0,20500.0,0,10,0.0,0
20100218  10:20:30,20498.0,20498.0,20492.0,20494.0,0,5,0.0,0
20100218  10:21:00,20491.0,20495.0,20491.0,20495.0,0,5,0.0,0
20100218  10:21:30,20492.0,20495.0,20492.0,20495.0,0,4,0.0,0
20100218  10:22:00,20492.0,20493.0,20483.0,20493.0,0,17,0.0,0
