date,open,high,low,close,volume,bar_count,wap,has_gaps
20100816  10:00:00,20890.0,20972.0,20890.0,20969.0,0,98,0.0,0
20100816  10:00:30,20967.0,20975.0,20960.0,20962.0,0,59,0.0,0
20100816  10:01:00,20964.0,20964.0,20948.0,20948.0,0,27,0.0,0
20100816  10:01:30,20950.0,20952.0,20940.0,20940.0,0,21,0.0,0
20100816  10:02:00,20942.0,20946.0,20931.0,20945.0,0,21,0.0,0
20100816  10:02:30,20942.0,20948.0,20937.0,20946.0,0,22,0.0,0
20100816  10:03:00,20947.0,20953.0,20945.0,20951.0,0,15,0.0,0
20100816  10:03:30,20952.0,20966.0,20952.0,20965.0,0,16,0.0,0
20100816  10:04:00,20967.0,20982.0,20966.0,20976.0,0,18,0.0,0
20100816  10:04:30,20974.0,20975.0,20964.0,20964.0,0,11,0.0,0
20100816  10:05:00,20962.0,20968.0,20954.0,20954.0,0,19,0.0,0
20100816  10:05:30,20957.0,20963.0,20957.0,20963.0,0,4,0.0,0
20100816  10:06:00,20961.0,20966.0,20961.0,20966.0,0,8,0.0,0
20100816  10:06:30,20968.0,20979.0,20965.0,20979.0,0,11,0.0,0
20100816  10:07:00,20976.0,20996.0,20976.0,20988.0,0,11,0.0,0
20100816  10:07:30,20990.0,20999.0,20985.0,20999.0,0,8,0.0,0
20100816  10:08:00,21001.0,21023.0,20999.0,21021.0,0,17,0.0,0
20100816  10:08:30,21023.0,21026.0,21022.0,21022.0,0,5,0.0,0
20100816  10:09:00,21020.0,21023.0,21016.0,21019.0,0,13,0.0,0
20100816  10:09:30,21023.0,21024.0,21022.0,21022.0,0,3,0.0,0
20100816  10:10:00,21024.0,21028.0,21023.0,21028.0,0,5,0.0,0
20100816  10:10:30,21026.0,21036.0,21026.0,21036.0,0,11,0.0,0
20100816  10:11:00,21038.0,21045.0,21038.0,21043.0,0,7,0.0,0
20100816  10:11:30,21046.0,21046.0,21039.0,21039.0,0,9,0.0,0
20100816  10:12:00,21042.0,21043.0,21036.0,21040.0,0,10,0.0,0
20100816  10:12:30,21038.0,21042.0,21029.0,21029.0,0,12,0.0,0
20100816  10:13:00,21027.0,21027.0,21023.0,21024.0,0,9,0.0,0
20100816  10:13:30,21022.0,21024.0,21017.0,21017.0,0,11,0.0,0
20100816  10:14:00,21019.0,21022.0,21014.0,21014.0,0,7,0.0,0
20100816  10:14:30,21013.0,21015.0,21005.0,21005.0,0,8,0.0,0
20100816  10:15:00,21007.0,21009.0,21003.0,21005.0,0,10,0.0,0
20100816  10:15:30,21003.0,21016.0,21003.0,21013.0,0,16,0.0,0
20100816  10:16:00,21015.0,21017.0,21009.0,21013.0,0,13,0.0,0
20100816  10:16:30,21012.0,21015.0,21005.0,21013.0,0,9,0.0,0
20100816  10:17:00,21010.0,21013.0,21005.0,21005.0,0,10,0.0,0
20100816  10:17:30,21007.0,21010.0,21003.0,21010.0,0,6,0.0,0
20100816  10:18:00,21007.0,21011.0,21003.0,21004.0,0,11,0.0,0
20100816  10:18:30,21010.0,21010.0,21004.0,21004.0,0,4,0.0,0
20100816  10:19:00,21002.0,21002.0,20995.0,20997.0,0,10,0.0,0
20100816  10:19:30,20999.0,21001.0,20993.0,20993.0,0,8,0.0,0
20100816  10:20:00,20992.0,20999.0,20990.0,20997.0,0,7,0.0,0
20100816  10:20:30,20995.0,20999.0,20985.0,20993.0,0,16,0.0,0
20100816  10:21:00,20997.0,20997.0,20984.0,20990.0,0,15,0.0,0
20100816  10:21:30,20988.0,20992.0,20988.0,20992.0,0,3,0.0,0
20100816  10:22:00,20990.0,20990.0,20984.0,20988.0,0,10,0.0,0
20100816  10:22:30,20986.0,20989.0,20982.0,20989.0,0,7,0.0,0
20100816  10:23:00,20991.0,20991.0,20984.0,20986.0,0,7,0.0,0
20100816  10:23:30,20989.0,20989.0,20985.0,20985.0,0,3,0.0,0
20100816  10:24:00,20987.0,20994.0,20987.0,20990.0,0,7,0.0,0
20100816  10:24:30,20988.0,20990.0,20982.0,20982.0,0,6,0.0,0
20100816  10:25:00,20980.0,20982.0,20976.0,20978.0,0,6,0.0,0
20100816  10:25:30,20980.0,20982.0,20980.0,20980.0,0,3,0.0,0
20100816  10:26:00,20978.0,20981.0,20976.0,20976.0,0,7,0.0,0
20100816  10:26:30,20978.0,20983.0,20978.0,20983.0,0,3,0.0,0
20100816  10:27:00,20985.0,20985.0,20980.0,20980.0,0,3,0.0,0
20100816  10:27:30,20977.0,20977.0,20969.0,20972.0,0,5,0.0,0
20100816  10:28:00,20974.0,20974.0,20970.0,20973.0,0,7,0.0,0
20100816  10:28:30,20974.0,20977.0,20974.0,20976.0,0,4,0.0,0
20100816  10:29:00,20974.0,20976.0,20972.0,20972.0,0,4,0.0,0
20100816  10:29:30,20970.0,20976.0,20970.0,20970.0,0,6,0.0,0
20100816  10:30:00,20972.0,20982.0,20972.0,20982.0,0,5,0.0,0
20100816  10:30:30,20979.0,20991.0,20979.0,20991.0,0,7,0.0,0
20100816  10:31:00,20993.0,21001.0,20992.0,21001.0,0,7,0.0,0
20100816  10:31:30,20999.0,21001.0,20996.0,20998.0,0,10,0.0,0
20100816  10:32:00,20996.0,21006.0,20996.0,21006.0,0,6,0.0,0
20100816  10:32:30,21004.0,21012.0,21004.0,21008.0,0,11,0.0,0
20100816  10:33:00,21010.0,21018.0,21010.0,21015.0,0,8,0.0,0
20100816  10:33:30,21012.0,21016.0,21012.0,21016.0,0,3,0.0,0
20100816  10:34:00,21014.0,21027.0,21014.0,21027.0,0,8,0.0,0
20100816  10:34:30,21028.0,21030.0,21025.0,21029.0,0,9,0.0,0
20100816  10:35:00,21028.0,21039.0,21028.0,21039.0,0,7,0.0,0
20100816  10:35:30,21041.0,21041.0,21033.0,21033.0,0,12,0.0,0
20100816  10:36:00,21028.0,21033.0,21026.0,21031.0,0,6,0.0,0
20100816  10:36:30,21034.0,21034.0,21027.0,21027.0,0,7,0.0,0
20100816  10:37:00,21025.0,21030.0,21025.0,21028.0,0,4,0.0,0
20100816  10:37:30,21026.0,21026.0,21010.0,21013.0,0,8,0.0,0
20100816  10:38:00,21011.0,21011.0,21004.0,21006.0,0,4,0.0,0
20100816  10:38:30,21004.0,21007.0,21001.0,21001.0,0,5,0.0,0
20100816  10:39:00,20999.0,21003.0,20997.0,20998.0,0,7,0.0,0
20100816  10:39:30,21000.0,21005.0,20998.0,21005.0,0,5,0.0,0
20100816  10:40:00,21003.0,21006.0,21000.0,21003.0,0,11,0.0,0
20100816  10:40:30,21001.0,21009.0,21001.0,21009.0,0,6,0.0,0
20100816  10:41:00,21006.0,21012.0,21006.0,21007.0,0,8,0.0,0
20100816  10:41:30,21005.0,21010.0,21001.0,21010.0,0,10,0.0,0
20100816  10:42:00,21005.0,21008.0,21002.0,21008.0,0,7,0.0,0
20100816  10:42:30,21010.0,21010.0,21003.0,21007.0,0,5,0.0,0
20100816  10:43:00,21003.0,21010.0,21003.0,21009.0,0,10,0.0,0
20100816  10:43:30,21013.0,21013.0,21013.0,21013.0,0,1,0.0,0
20100816  10:44:00,21011.0,21021.0,21011.0,21020.0,0,7,0.0,0
20100816  10:44:30,21022.0,21023.0,21019.0,21023.0,0,9,0.0,0
20100816  10:45:00,21020.0,21025.0,21018.0,21018.0,0,9,0.0,0
20100816  10:45:30,21016.0,21017.0,21011.0,21015.0,0,8,0.0,0
20100816  10:46:00,21013.0,21015.0,21012.0,21014.0,0,5,0.0,0
20100816  10:46:30,21012.0,21014.0,21010.0,21014.0,0,4,0.0,0
20100816  10:47:00,21011.0,21013.0,21002.0,21005.0,0,10,0.0,0
20100816  10:47:30,21003.0,21003.0,20997.0,20998.0,0,7,0.0,0
20100816  10:48:00,20996.0,20999.0,20994.0,20995.0,0,7,0.0,0
20100816  10:48:30,20997.0,21002.0,20996.0,21001.0,0,7,0.0,0
20100816  10:49:00,20999.0,20999.0,20994.0,20994.0,0,8,0.0,0
20100816  10:49:30,20992.0,20998.0,20992.0,20996.0,0,5,0.0,0
20100816  10:50:00,20993.0,20993.0,20988.0,20991.0,0,6,0.0,0
20100816  10:50:30,20988.0,20990.0,20986.0,20986.0,0,4,0.0,0
20100816  10:51:00,20989.0,20996.0,20989.0,20996.0,0,7,0.0,0
20100816  10:51:30,20998.0,20998.0,20991.0,20991.0,0,4,0.0,0
20100816  10:52:00,20989.0,20992.0,20989.0,20992.0,0,4,0.0,0
20100816  10:52:30,20994.0,20994.0,20991.0,20991.0,0,2,0.0,0
20100816  10:53:00,20988.0,20995.0,20986.0,20987.0,0,11,0.0,0
20100816  10:53:30,20989.0,20996.0,20989.0,20994.0,0,5,0.0,0
20100816  10:54:00,20991.0,20995.0,20988.0,20995.0,0,8,0.0,0
20100816  10:54:30,20992.0,20992.0,20989.0,20989.0,0,4,0.0,0
20100816  10:55:00,20987.0,20988.0,20982.0,20988.0,0,9,0.0,0
20100816  10:55:30,20990.0,20991.0,20987.0,20991.0,0,5,0.0,0
20100816  10:56:00,20993.0,20996.0,20990.0,20996.0,0,4,0.0,0
20100816  10:56:30,20998.0,20998.0,20989.0,20995.0,0,12,0.0,0
20100816  10:57:00,20994.0,21001.0,20989.0,20989.0,0,10,0.0,0
20100816  10:57:30,20987.0,20990.0,20983.0,20987.0,0,7,0.0,0
20100816  10:58:00,20989.0,20989.0,20982.0,20984.0,0,5,0.0,0
20100816  10:58:30,20986.0,20991.0,20986.0,20989.0,0,6,0.0,0
20100816  10:59:00,20992.0,20992.0,20988.0,20992.0,0,5,0.0,0
20100816  10:59:30,20989.0,20993.0,20989.0,20991.0,0,4,0.0,0
20100816  11:00:00,20988.0,21004.0,20987.0,21002.0,0,14,0.0,0
20100816  11:00:30,21005.0,21012.0,21005.0,21012.0,0,8,0.0,0
20100816  11:01:00,21010.0,21013.0,21007.0,21013.0,0,7,0.0,0
20100816  11:01:30,21010.0,21014.0,21010.0,21014.0,0,2,0.0,0
20100816  11:02:00,21010.0,21010.0,21010.0,21010.0,0,1,0.0,0
20100816  11:02:30,21012.0,21015.0,21012.0,21015.0,0,4,0.0,0
20100816  11:03:00,21012.0,21016.0,21008.0,21010.0,0,8,0.0,0
20100816  11:03:30,21009.0,21009.0,21001.0,21005.0,0,8,0.0,0
20100816  11:04:00,21003.0,21003.0,21003.0,21003.0,0,1,0.0,0
20100816  11:04:30,21006.0,21006.0,20994.0,20997.0,0,11,0.0,0
20100816  11:05:00,20994.0,20994.0,20990.0,20993.0,0,4,0.0,0
20100816  11:05:30,20996.0,20996.0,20992.0,20996.0,0,4,0.0,0
20100816  11:06:00,20999.0,20999.0,20993.0,20995.0,0,5,0.0,0
20100816  11:06:30,20997.0,21001.0,20994.0,20994.0,0,7,0.0,0
20100816  11:07:00,20997.0,21003.0,20997.0,20999.0,0,6,0.0,0
20100816  11:07:30,21001.0,21001.0,20996.0,20996.0,0,7,0.0,0
20100816  11:08:00,20994.0,21003.0,20994.0,21003.0,0,10,0.0,0
20100816  11:08:30,21000.0,21002.0,20999.0,21002.0,0,4,0.0,0
20100816  11:09:00,21003.0,21006.0,21003.0,21006.0,0,6,0.0,0
20100816  11:09:30,21003.0,21008.0,21002.0,21005.0,0,6,0.0,0
20100816  11:10:00,21007.0,21008.0,21003.0,21003.0,0,12,0.0,0
20100816  11:10:30,21006.0,21006.0,20997.0,21001.0,0,9,0.0,0
20100816  11:11:00,21003.0,21003.0,20996.0,20998.0,0,8,0.0,0
20100816  11:11:30,20995.0,21000.0,20995.0,20999.0,0,5,0.0,0
20100816  11:12:00,20996.0,21000.0,20996.0,21000.0,0,5,0.0,0
20100816  11:12:30,20999.0,21004.0,20997.0,21000.0,0,11,0.0,0
20100816  11:13:00,20998.0,21006.0,20998.0,21006.0,0,6,0.0,0
20100816  11:13:30,21004.0,21004.0,20998.0,21001.0,0,7,0.0,0
20100816  11:14:00,21004.0,21010.0,20999.0,21010.0,0,8,0.0,0
20100816  11:14:30,21008.0,21011.0,21006.0,21009.0,0,5,0.0,0
20100816  11:15:00,21010.0,21013.0,21010.0,21011.0,0,3,0.0,0
20100816  11:15:30,21009.0,21017.0,21009.0,21017.0,0,8,0.0,0
20100816  11:16:00,21015.0,21015.0,21009.0,21011.0,0,5,0.0,0
20100816  11:16:30,21013.0,21015.0,21013.0,21015.0,0,2,0.0,0
20100816  11:17:00,21016.0,21016.0,21012.0,21016.0,0,5,0.0,0
20100816  11:17:30,21013.0,21015.0,21013.0,21015.0,0,4,0.0,0
20100816  11:18:00,21017.0,21017.0,21015.0,21017.0,0,3,0.0,0
20100816  11:18:30,21020.0,21029.0,21020.0,21029.0,0,9,0.0,0
20100816  11:19:00,21027.0,21029.0,21026.0,21026.0,0,8,0.0,0
20100816  11:19:30,21029.0,21038.0,21029.0,21034.0,0,9,0.0,0
20100816  11:20:00,21037.0,21049.0,21037.0,21049.0,0,14,0.0,0
20100816  11:20:30,21047.0,21047.0,21043.0,21045.0,0,8,0.0,0
20100816  11:21:00,21043.0,21047.0,21042.0,21044.0,0,10,0.0,0
20100816  11:21:30,21041.0,21045.0,21039.0,21039.0,0,6,0.0,0
20100816  11:22:00,21041.0,21043.0,21038.0,21038.0,0,4,0.0,0
20100816  11:22:30,21041.0,21041.0,21039.0,21039.0,0,4,0.0,0
20100816  11:23:00,21041.0,21046.0,21039.0,21046.0,0,7,0.0,0
20100816  11:23:30,21048.0,21048.0,21044.0,21046.0,0,5,0.0,0
20100816  11:24:00,21044.0,21046.0,21044.0,21046.0,0,2,0.0,0
20100816  11:24:30,21047.0,21049.0,21047.0,21049.0,0,2,0.0,0
20100816  11:25:00,21053.0,21058.0,21050.0,21056.0,0,11,0.0,0
20100816  11:25:30,21057.0,21057.0,21048.0,21048.0,0,8,0.0,0
20100816  11:26:00,21050.0,21050.0,21045.0,21047.0,0,4,0.0,0
20100816  11:26:30,21046.0,21048.0,21042.0,21044.0,0,6,0.0,0
20100816  11:27:00,21042.0,21042.0,21037.0,21040.0,0,4,0.0,0
20100816  11:27:30,21042.0,21044.0,21040.0,21040.0,0,6,0.0,0
20100816  11:28:00,21038.0,21038.0,21033.0,21037.0,0,7,0.0,0
20100816  11:28:30,21035.0,21035.0,21031.0,21032.0,0,5,0.0,0
20100816  11:29:00,21034.0,21042.0,21032.0,21042.0,0,8,0.0,0
20100816  11:29:30,21043.0,21045.0,21041.0,21043.0,0,4,0.0,0
20100816  11:30:00,21040.0,21040.0,21040.0,21040.0,0,1,0.0,0
20100816  11:30:30,21042.0,21045.0,21042.0,21045.0,0,4,0.0,0
20100816  11:31:00,21042.0,21042.0,21040.0,21042.0,0,3,0.0,0
20100816  11:31:30,21040.0,21040.0,21032.0,21035.0,0,9,0.0,0
20100816  11:32:00,21032.0,21035.0,21030.0,21034.0,0,8,0.0,0
20100816  11:32:30,21031.0,21036.0,21029.0,21036.0,0,8,0.0,0
20100816  11:33:00,21034.0,21034.0,21028.0,21031.0,0,5,0.0,0
20100816  11:33:30,21028.0,21030.0,21023.0,21023.0,0,6,0.0,0
20100816  11:34:00,21025.0,21025.0,21023.0,21023.0,0,2,0.0,0
20100816  11:34:30,21022.0,21025.0,21022.0,21025.0,0,3,0.0,0
