date,open,high,low,close,volume,bar_count,wap,has_gaps
20100119  10:00:00,12312.0,12375.0,12312.0,12375.0,0,73,0.0,0
20100119  10:00:30,12377.0,12390.0,12376.0,12383.0,0,34,0.0,0
20100119  10:01:00,12385.0,12399.0,12385.0,12391.0,0,37,0.0,0
20100119  10:01:30,12388.0,12394.0,12384.0,12386.0,0,47,0.0,0
20100119  10:02:00,12383.0,12392.0,12380.0,12392.0,0,17,0.0,0
20100119  10:02:30,12394.0,12396.0,12388.0,12393.0,0,16,0.0,0
20100119  10:03:00,12394.0,12394.0,12386.0,12391.0,0,27,0.0,0
20100119  10:03:30,12388.0,12394.0,12384.0,12394.0,0,20,0.0,0
20100119  10:04:00,12395.0,12395.0,12386.0,12393.0,0,20,0.0,0
20100119  10:04:30,12391.0,12401.0,12391.0,12397.0,0,23,0.0,0
20100119  10:05:00,12397.0,12402.0,12391.0,12391.0,0,34,0.0,0
20100119  10:05:30,12392.0,12399.0,12387.0,12390.0,0,35,0.0,0
20100119  10:06:00,12392.0,12393.0,12380.0,12385.0,0,30,0.0,0
20100119  10:06:30,12387.0,12393.0,12380.0,12389.0,0,40,0.0,0
20100119  10:07:00,12387.0,12391.0,12381.0,12383.0,0,31,0.0,0
20100119  10:07:30,12381.0,12385.0,12374.0,12380.0,0,27,0.0,0
20100119  10:08:00,12377.0,12379.0,12370.0,12373.0,0,26,0.0,0
20100119  10:08:30,12370.0,12374.0,12361.0,12363.0,0,24,0.0,0
20100119  10:09:00,12364.0,12364.0,12347.0,12353.0,0,40,0.0,0
20100119  10:09:30,12350.0,12350.0,12339.0,12350.0,0,24,0.0,0
20100119  10:10:00,12346.0,12347.0,12339.0,12343.0,0,17,0.0,0
20100119  10:10:30,12347.0,12356.0,12347.0,12350.0,0,13,0.0,0
20100119  10:11:00,12351.0,12357.0,12347.0,12355.0,0,9,0.0,0
20100119  10:11:30,12352.0,12357.0,12347.0,12357.0,0,10,0.0,0
20100119  10:12:00,12358.0,12368.0,12357.0,12365.0,0,17,0.0,0
