date,open,high,low,close,volume,bar_count,wap,has_gaps
20100621  10:00:00,11830.0,11957.0,11830.0,11944.0,0,267,0.0,0
20100621  10:00:30,11943.0,11953.0,11918.0,11918.0,0,205,0.0,0
20100621  10:01:00,11921.0,11931.0,11916.0,11924.0,0,116,0.0,0
20100621  10:01:30,11923.0,11937.0,11923.0,11926.0,0,78,0.0,0
20100621  10:02:00,11930.0,11939.0,11924.0,11935.0,0,64,0.0,0
20100621  10:02:30,11938.0,11943.0,11930.0,11933.0,0,42,0.0,0
20100621  10:03:00,11936.0,11936.0,11929.0,11935.0,0,42,0.0,0
20100621  10:03:30,11935.0,11940.0,11930.0,11938.0,0,47,0.0,0
20100621  10:04:00,11936.0,11936.0,11927.0,11928.0,0,41,0.0,0
20100621  10:04:30,11931.0,11938.0,11927.0,11938.0,0,45,0.0,0
20100621  10:05:00,11941.0,11951.0,11938.0,11947.0,0,48,0.0,0
20100621  10:05:30,11948.0,11960.0,11946.0,11960.0,0,47,0.0,0
20100621  10:06:00,11958.0,11967.0,11954.0,11961.0,0,44,0.0,0
20100621  10:06:30,11962.0,11971.0,11960.0,11967.0,0,44,0.0,0
20100621  10:07:00,11966.0,11968.0,11961.0,11961.0,0,43,0.0,0
20100621  10:07:30,11964.0,11965.0,11955.0,11957.0,0,41,0.0,0
20100621  10:08:00,11955.0,11967.0,11955.0,11964.0,0,41,0.0,0
20100621  10:08:30,11963.0,11965.0,11956.0,11957.0,0,40,0.0,0
20100621  10:09:00,11958.0,11966.0,11956.0,11966.0,0,42,0.0,0
20100621  10:09:30,11967.0,11969.0,11958.0,11961.0,0,53,0.0,0
20100621  10:10:00,11960.0,11968.0,11959.0,11963.0,0,61,0.0,0
20100621  10:10:30,11965.0,11971.0,11959.0,11963.0,0,50,0.0,0
20100621  10:11:00,11965.0,11969.0,11958.0,11959.0,0,34,0.0,0
20100621  10:11:30,11962.0,11964.0,11950.0,11950.0,0,33,0.0,0
20100621  10:12:00,11949.0,11957.0,11943.0,11945.0,0,34,0.0,0
20100621  10:12:30,11944.0,11945.0,11939.0,11939.0,0,23,0.0,0
20100621  10:13:00,11936.0,11936.0,11923.0,11925.0,0,25,0.0,0
20100621  10:13:30,11929.0,11929.0,11921.0,11923.0,0,27,0.0,0
20100621  10:14:00,11925.0,11925.0,11917.0,11920.0,0,25,0.0,0
20100621  10:14:30,11922.0,11923.0,11914.0,11916.0,0,28,0.0,0
20100621  10:15:00,11915.0,11919.0,11911.0,11919.0,0,28,0.0,0
20100621  10:15:30,11918.0,11920.0,11913.0,11913.0,0,20,0.0,0
20100621  10:16:00,11912.0,11920.0,11911.0,11914.0,0,35,0.0,0
20100621  10:16:30,11915.0,11927.0,11915.0,11926.0,0,47,0.0,0
20100621  10:17:00,11927.0,11931.0,11922.0,11924.0,0,39,0.0,0
20100621  10:17:30,11925.0,11933.0,11924.0,11931.0,0,41,0.0,0
20100621  10:18:00,11933.0,11933.0,11920.0,11925.0,0,27,0.0,0
20100621  10:18:30,11927.0,11931.0,11921.0,11931.0,0,22,0.0,0
20100621  10:19:00,11928.0,11935.0,11924.0,11929.0,0,29,0.0,0
20100621  10:19:30,11926.0,11926.0,11920.0,11921.0,0,17,0.0,0
20100621  10:20:00,11920.0,11924.0,11915.0,11920.0,0,26,0.0,0
20100621  10:20:30,11921.0,11928.0,11918.0,11918.0,0,32,0.0,0
20100621  10:21:00,11920.0,11925.0,11916.0,11919.0,0,18,0.0,0
20100621  10:21:30,11921.0,11923.0,11915.0,11918.0,0,20,0.0,0
20100621  10:22:00,11915.0,11920.0,11910.0,11914.0,0,23,0.0,0
20100621  10:22:30,11915.0,11924.0,11913.0,11922.0,0,38,0.0,0
20100621  10:23:00,11919.0,11926.0,11915.0,11922.0,0,34,0.0,0
20100621  10:23:30,11918.0,11925.0,11916.0,11919.0,0,25,0.0,0
20100621  10:24:00,11919.0,11922.0,11914.0,11922.0,0,21,0.0,0
20100621  10:24:30,11919.0,11932.0,11918.0,11930.0,0,33,0.0,0
20100621  10:25:00,11932.0,11937.0,11927.0,11933.0,0,42,0.0,0
20100621  10:25:30,11934.0,11942.0,11931.0,11937.0,0,35,0.0,0
20100621  10:26:00,11934.0,11940.0,11931.0,11938.0,0,28,0.0,0
20100621  10:26:30,11935.0,11937.0,11929.0,11929.0,0,19,0.0,0
20100621  10:27:00,11931.0,11950.0,11929.0,11948.0,0,42,0.0,0
20100621  10:27:30,11947.0,11952.0,11942.0,11944.0,0,30,0.0,0
20100621  10:28:00,11945.0,11949.0,11942.0,11943.0,0,20,0.0,0
20100621  10:28:30,11945.0,11948.0,11939.0,11944.0,0,36,0.0,0
20100621  10:29:00,11942.0,11947.0,11937.0,11945.0,0,27,0.0,0
20100621  10:29:30,11942.0,11948.0,11939.0,11946.0,0,27,0.0,0
20100621  10:30:00,11948.0,11956.0,11944.0,11953.0,0,40,0.0,0
20100621  10:30:30,11955.0,11958.0,11946.0,11950.0,0,38,0.0,0
20100621  10:31:00,11947.0,11959.0,11947.0,11954.0,0,40,0.0,0
20100621  10:31:30,11953.0,11957.0,11948.0,11950.0,0,24,0.0,0
20100621  10:32:00,11949.0,11956.0,11948.0,11950.0,0,22,0.0,0
20100621  10:32:30,11953.0,11953.0,11947.0,11949.0,0,18,0.0,0
20100621  10:33:00,11951.0,11957.0,11944.0,11953.0,0,24,0.0,0
20100621  10:33:30,11951.0,11964.0,11949.0,11954.0,0,30,0.0,0
20100621  10:34:00,11955.0,11964.0,11953.0,11954.0,0,26,0.0,0
20100621  10:34:30,11955.0,11956.0,11949.0,11951.0,0,23,0.0,0
20100621  10:35:00,11950.0,11955.0,11949.0,11950.0,0,15,0.0,0
20100621  10:35:30,11951.0,11952.0,11946.0,11950.0,0,20,0.0,0
20100621  10:36:00,11949.0,11951.0,11945.0,11948.0,0,14,0.0,0
20100621  10:36:30,11949.0,11951.0,11943.0,11950.0,0,21,0.0,0
20100621  10:37:00,11948.0,11948.0,11942.0,11943.0,0,16,0.0,0
20100621  10:37:30,11941.0,11949.0,11940.0,11943.0,0,25,0.0,0
20100621  10:38:00,11942.0,11951.0,11940.0,11947.0,0,24,0.0,0
20100621  10:38:30,11949.0,11952.0,11942.0,11942.0,0,23,0.0,0
20100621  10:39:00,11944.0,11948.0,11941.0,11942.0,0,14,0.0,0
20100621  10:39:30,11941.0,11948.0,11940.0,11942.0,0,30,0.0,0
20100621  10:40:00,11940.0,11946.0,11940.0,11943.0,0,19,0.0,0
20100621  10:40:30,11945.0,11950.0,11942.0,11945.0,0,27,0.0,0
20100621  10:41:00,11947.0,11957.0,11945.0,11957.0,0,27,0.0,0
20100621  10:41:30,11955.0,11965.0,11948.0,11964.0,0,35,0.0,0
20100621  10:42:00,11965.0,11974.0,11962.0,11973.0,0,41,0.0,0
20100621  10:42:30,11972.0,11976.0,11965.0,11971.0,0,39,0.0,0
20100621  10:43:00,11969.0,11977.0,11967.0,11973.0,0,24,0.0,0
20100621  10:43:30,11972.0,11975.0,11966.0,11969.0,0,28,0.0,0
20100621  10:44:00,11971.0,11971.0,11963.0,11965.0,0,23,0.0,0
20100621  10:44:30,11966.0,11966.0,11961.0,11966.0,0,20,0.0,0
20100621  10:45:00,11964.0,11966.0,11958.0,11963.0,0,21,0.0,0
20100621  10:45:30,11960.0,11964.0,11958.0,11960.0,0,10,0.0,0
20100621  10:46:00,11961.0,11963.0,11958.0,11958.0,0,24,0.0,0
20100621  10:46:30,11956.0,11962.0,11956.0,11961.0,0,26,0.0,0
20100621  10:47:00,11959.0,11962.0,11955.0,11958.0,0,23,0.0,0
20100621  10:47:30,11957.0,11963.0,11954.0,11956.0,0,24,0.0,0
20100621  10:48:00,11957.0,11968.0,11957.0,11965.0,0,36,0.0,0
20100621  10:48:30,11964.0,11982.0,11963.0,11979.0,0,57,0.0,0
20100621  10:49:00,11980.0,11980.0,11973.0,11973.0,0,26,0.0,0
20100621  10:49:30,11976.0,11982.0,11973.0,11979.0,0,29,0.0,0
20100621  10:50:00,11980.0,11982.0,11973.0,11973.0,0,28,0.0,0
20100621  10:50:30,11975.0,11978.0,11971.0,11974.0,0,28,0.0,0
20100621  10:51:00,11976.0,11980.0,11976.0,11977.0,0,18,0.0,0
20100621  10:51:30,11979.0,11999.0,11978.0,11998.0,0,41,0.0,0
20100621  10:52:00,11996.0,12001.0,11991.0,11999.0,0,31,0.0,0
20100621  10:52:30,11997.0,11998.0,11991.0,11993.0,0,30,0.0,0
20100621  10:53:00,11992.0,12005.0,11992.0,12005.0,0,52,0.0,0
