date,open,high,low,close,volume,bar_count,wap,has_gaps
20100525  10:00:00,11044.0,11044.0,10971.0,11000.0,0,224,0.0,0
20100525  10:00:30,11001.0,11011.0,10992.0,11004.0,0,95,0.0,0
20100525  10:01:00,11007.0,11007.0,10979.0,10987.0,0,73,0.0,0
20100525  10:01:30,10986.0,10988.0,10977.0,10985.0,0,40,0.0,0
20100525  10:02:00,10983.0,10983.0,10972.0,10979.0,0,24,0.0,0
20100525  10:02:30,10977.0,10983.0,10971.0,10978.0,0,33,0.0,0
20100525  10:03:00,10978.0,10982.0,10971.0,10975.0,0,34,0.0,0
20100525  10:03:30,10977.0,10980.0,10963.0,10963.0,0,56,0.0,0
20100525  10:04:00,10964.0,10973.0,10964.0,10972.0,0,26,0.0,0
20100525  10:04:30,10974.0,10974.0,10959.0,10962.0,0,38,0.0,0
20100525  10:05:00,10961.0,10961.0,10946.0,10946.0,0,51,0.0,0
20100525  10:05:30,10948.0,10949.0,10940.0,10947.0,0,42,0.0,0
20100525  10:06:00,10950.0,10955.0,10947.0,10952.0,0,32,0.0,0
20100525  10:06:30,10954.0,10963.0,10951.0,10959.0,0,31,0.0,0
20100525  10:07:00,10963.0,10965.0,10957.0,10963.0,0,38,0.0,0
20100525  10:07:30,10966.0,10969.0,10962.0,10969.0,0,23,0.0,0
20100525  10:08:00,10970.0,10979.0,10970.0,10978.0,0,18,0.0,0
20100525  10:08:30,10979.0,10987.0,10977.0,10987.0,0,22,0.0,0
20100525  10:09:00,10984.0,10990.0,10981.0,10987.0,0,25,0.0,0
20100525  10:09:30,10988.0,10988.0,10976.0,10978.0,0,42,0.0,0
20100525  10:10:00,10976.0,10981.0,10963.0,10965.0,0,39,0.0,0
20100525  10:10:30,10964.0,10972.0,10963.0,10964.0,0,38,0.0,0
20100525  10:11:00,10965.0,10967.0,10960.0,10965.0,0,30,0.0,0
20100525  10:11:30,10964.0,10964.0,10957.0,10960.0,0,31,0.0,0
20100525  10:12:00,10963.0,10968.0,10959.0,10965.0,0,25,0.0,0
20100525  10:12:30,10962.0,10969.0,10961.0,10967.0,0,27,0.0,0
20100525  10:13:00,10969.0,10974.0,10968.0,10969.0,0,18,0.0,0
20100525  10:13:30,10970.0,10981.0,10970.0,10979.0,0,18,0.0,0
20100525  10:14:00,10977.0,10985.0,10977.0,10981.0,0,12,0.0,0
20100525  10:14:30,10984.0,10984.0,10972.0,10979.0,0,20,0.0,0
20100525  10:15:00,10976.0,10984.0,10974.0,10978.0,0,22,0.0,0
20100525  10:15:30,10981.0,10981.0,10972.0,10974.0,0,22,0.0,0
20100525  10:16:00,10976.0,10979.0,10974.0,10977.0,0,22,0.0,0
20100525  10:16:30,10980.0,10983.0,10975.0,10977.0,0,20,0.0,0
20100525  10:17:00,10978.0,10986.0,10978.0,10982.0,0,24,0.0,0
20100525  10:17:30,10981.0,10985.0,10979.0,10983.0,0,14,0.0,0
20100525  10:18:00,10986.0,10997.0,10986.0,10997.0,0,22,0.0,0
20100525  10:18:30,10997.0,11003.0,10995.0,11003.0,0,25,0.0,0
20100525  10:19:00,11005.0,11007.0,10999.0,11005.0,0,13,0.0,0
20100525  10:19:30,11006.0,11010.0,11004.0,11007.0,0,8,0.0,0
20100525  10:20:00,11006.0,11007.0,10997.0,11000.0,0,14,0.0,0
20100525  10:20:30,11001.0,11006.0,10998.0,10998.0,0,13,0.0,0
20100525  10:21:00,11000.0,11001.0,10992.0,10992.0,0,15,0.0,0
20100525  10:21:30,10994.0,10998.0,10991.0,10998.0,0,14,0.0,0
20100525  10:22:00,10995.0,11002.0,10993.0,10997.0,0,15,0.0,0
20100525  10:22:30,10995.0,10998.0,10989.0,10989.0,0,21,0.0,0
20100525  10:23:00,10987.0,10994.0,10981.0,10981.0,0,28,0.0,0
20100525  10:23:30,10985.0,10985.0,10976.0,10980.0,0,12,0.0,0
20100525  10:24:00,10981.0,10984.0,10975.0,10975.0,0,16,0.0,0
20100525  10:24:30,10978.0,10981.0,10976.0,10980.0,0,11,0.0,0
20100525  10:25:00,10978.0,10983.0,10974.0,10981.0,0,20,0.0,0
20100525  10:25:30,10978.0,10983.0,10976.0,10981.0,0,19,0.0,0
20100525  10:26:00,10982.0,10984.0,10980.0,10982.0,0,11,0.0,0
20100525  10:26:30,10982.0,10989.0,10982.0,10985.0,0,8,0.0,0
20100525  10:27:00,10983.0,10989.0,10981.0,10987.0,0,18,0.0,0
20100525  10:27:30,10988.0,10991.0,10986.0,10990.0,0,18,0.0,0
20100525  10:28:00,10988.0,10989.0,10982.0,10986.0,0,22,0.0,0
20100525  10:28:30,10985.0,10992.0,10982.0,10989.0,0,18,0.0,0
20100525  10:29:00,10991.0,10997.0,10990.0,10993.0,0,11,0.0,0
20100525  10:29:30,10990.0,10992.0,10982.0,10983.0,0,24,0.0,0
20100525  10:30:00,10985.0,10988.0,10982.0,10986.0,0,11,0.0,0
20100525  10:30:30,10983.0,10991.0,10983.0,10991.0,0,10,0.0,0
20100525  10:31:00,10990.0,10992.0,10984.0,10992.0,0,16,0.0,0
20100525  10:31:30,10990.0,10996.0,10987.0,10991.0,0,12,0.0,0
20100525  10:32:00,10989.0,10995.0,10989.0,10995.0,0,8,0.0,0
